,Award?,clust,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
482,1,,10954,500,1,1,1,2500,1,0,0,8095
483,0,,97099,0,1,1,1,6325,21,1700,5,8085
484,1,,62396,2128,1,1,1,1250,3,0,0,8075
485,1,,40645,0,3,1,1,18348,13,0,0,8067
486,1,,82655,0,5,1,1,101101,19,700,2,8057
487,1,,84035,0,1,1,1,4240,6,1600,4,8114
488,1,,1199220,2919,1,1,1,3800,19,3300,18,8023
489,0,,86345,0,3,1,1,13415,16,350,2,8009
490,1,,2701,0,1,1,1,5000,10,0,0,8002
491,0,,46874,0,1,1,1,9689,38,500,1,7990
492,1,,10879,0,5,1,1,78186,32,3400,12,7981
493,0,,12742,0,1,1,1,0,0,0,0,7966
494,0,,122904,0,4,1,1,37380,21,1300,4,7956
495,0,,10994,0,1,1,1,1250,3,0,0,8007
496,1,,2318,0,2,1,1,8747,14,0,0,7945
497,1,,11070,0,1,1,1,0,0,0,0,7939
498,0,,21921,0,1,1,1,0,0,0,0,7939
499,1,,162521,0,5,1,1,57354,25,0,0,8105
500,1,,207545,0,1,1,1,11137,34,4387,12,8105
501,0,,86112,0,4,1,1,35528,22,0,0,8105
502,0,,18328,0,1,1,1,0,0,0,0,6790
503,0,,217557,0,5,1,1,97584,19,550,2,6679
504,0,,11504,0,1,1,1,100,1,0,0,6675
505,1,,143200,0,5,1,1,79837,28,50,1,6667
506,0,,160703,0,4,1,1,32560,12,0,0,6666
507,1,,910,0,1,1,1,5172,13,0,0,6662
508,0,,94105,0,1,1,1,100,1,0,0,6676
509,0,,18422,0,1,1,1,3297,13,0,0,6653
510,1,,889456,1024,5,1,1,98959,29,850,4,6652
511,1,,9800,589,1,1,1,10348,34,3000,25,6651
512,1,,148318,0,4,1,1,51197,22,350,2,6648
513,0,,26149,0,1,1,1,5190,6,0,0,6646
514,0,,76933,0,4,1,1,28075,17,0,0,6646
515,0,,346178,0,5,1,1,63803,16,0,0,6645
516,1,,22878,0,1,1,1,9039,32,0,0,6641
517,1,,66741,2880,5,1,1,71921,30,2600,7,6638
518,0,,134060,0,4,1,1,46606,13,0,0,6637
519,1,,3305,0,1,1,1,31465,24,1700,10,6633
520,0,,28930,0,1,1,1,8185,17,0,0,6630
521,0,,208519,0,1,1,1,4040,6,450,2,6627
522,0,,58951,0,4,1,1,47994,15,500,1,6625
523,0,,25395,0,1,1,1,2000,1,0,0,6624
524,1,,109248,0,1,1,1,6828,11,0,0,6618
525,0,,43387,0,1,1,1,4942,13,0,0,6613
526,1,,52423,0,4,1,1,26926,13,0,0,6611
527,1,,26858,500,4,1,1,34308,17,900,3,6606
528,1,,5410,0,4,1,1,45890,22,0,0,6603
529,1,,18177,0,3,1,1,12040,12,0,0,6690
530,1,,413509,0,1,1,1,2500,1,0,0,6598
531,1,,98472,1776,5,1,1,124421,45,10250,28,6621
532,1,,86520,3445,5,1,1,64450,20,1000,2,6592
533,0,,16648,0,1,1,1,625,4,0,0,6588
534,1,,267404,0,5,1,1,263685,51,3000,6,6584
535,1,,31478,0,3,1,1,18885,18,0,0,6578
536,1,,17445,0,1,1,1,4500,3,500,1,6576
537,1,,49052,0,4,1,1,46718,17,0,0,6575
538,0,,21689,0,1,1,1,0,0,0,0,6570
539,0,,18302,0,1,1,1,2197,10,0,0,6569
540,0,,26220,0,1,1,1,2775,11,0,0,6647
541,1,,59552,0,1,1,1,7551,22,0,0,6473
542,0,,34962,0,1,1,1,252,3,0,0,6208
543,0,,16153,0,1,1,1,180,1,0,0,6491
544,1,,28931,0,1,1,1,6500,4,500,1,6354
545,1,,202636,0,1,1,1,19000,5,0,0,6119
546,1,,153962,0,5,1,1,90992,21,0,0,6567
547,1,,63311,0,4,1,1,25048,14,0,0,6634
548,1,,8561,0,1,1,1,2050,8,1300,2,6675
549,1,,256219,0,3,1,1,29823,33,6568,16,6561
550,0,,122700,0,3,1,1,18604,13,0,0,6556
551,1,,81419,0,2,1,1,7769,12,350,1,6599
552,0,,13873,0,1,1,1,4833,20,0,0,6519
553,0,,148,0,1,1,1,190,2,0,0,6507
554,1,,178919,0,3,1,1,23387,17,0,0,6555
555,1,,19702,0,1,1,1,3000,1,0,0,6554
556,0,,18820,0,1,1,1,0,0,0,0,6549
557,1,,213849,0,1,1,1,500,1,0,0,6549
558,0,,28077,0,1,1,1,735,6,500,1,6575
559,0,,4528,0,1,1,1,290,1,0,0,6565
560,1,,40418,0,3,1,1,12678,12,0,0,6541
561,1,,380930,0,2,2,1,22485,25,213,1,6539
562,1,,176849,0,1,1,1,7700,11,950,4,6539
563,0,,71235,0,4,1,1,41004,14,0,0,6535
564,1,,76446,0,5,1,1,63811,17,0,0,6550
565,1,,148915,0,3,1,1,23522,16,650,2,6532
566,0,,65034,0,3,1,1,14331,16,800,3,6541
567,1,,35738,0,4,1,1,41264,16,0,0,6526
568,0,,313,0,1,1,1,1600,1,0,0,6525
569,0,,55703,0,1,1,1,0,0,0,0,6520
570,1,,11613,0,1,1,1,2000,1,0,0,6519
571,0,,65672,0,4,1,1,29089,13,0,0,6529
572,0,,84785,0,1,1,1,4570,14,0,0,6514
573,0,,30592,862,1,1,1,2602,7,0,0,6512
574,1,,99293,0,5,1,1,81040,23,1000,2,6508
575,0,,51830,0,1,1,1,0,0,0,0,6507
576,1,,20126,0,5,1,1,78999,28,800,3,6506
577,0,,3294,0,1,1,1,1330,2,0,0,6498
578,1,,11143,0,1,1,1,2800,6,800,5,6529
579,0,,8250,0,1,1,1,250,2,0,0,6486
580,0,,117670,0,5,1,1,53043,19,550,1,6505
581,0,,49454,0,2,1,1,9548,22,250,1,6501
582,0,,58421,0,1,1,1,1000,1,0,0,6532
583,0,,33443,0,1,1,1,0,0,0,0,6476
584,0,,13886,0,1,1,1,0,0,0,0,6465
585,0,,15349,0,1,1,1,250,2,0,0,6457
586,0,,78712,0,1,1,1,0,0,0,0,6433
587,0,,89742,0,4,1,1,39073,13,0,0,6498
588,0,,31311,0,1,1,1,3961,10,0,0,6494
589,1,,133445,8264,1,1,1,3375,13,0,0,6492
590,0,,136161,0,1,1,1,6032,15,0,0,6463
591,0,,9998,0,1,1,1,0,0,0,0,6448
592,1,,37904,0,3,1,1,19052,17,0,0,6487
593,0,,41243,0,4,1,1,27971,7,300,1,6483
594,1,,54011,1604,3,1,1,38380,20,5780,4,6487
595,0,,5351,0,1,1,1,100,1,0,0,6450
596,0,,23334,0,1,1,1,0,0,0,0,6441
597,0,,11255,0,1,1,1,0,0,0,0,6428
598,1,,48127,0,4,1,1,41447,28,0,0,6421
599,1,,329497,0,5,1,1,57264,12,0,0,6484
600,0,,158895,0,4,1,1,41954,15,0,0,6525
601,0,,34540,0,4,1,1,27882,13,0,0,6494
602,1,,117623,0,5,1,1,86582,26,1000,6,6477
603,0,,126409,0,4,1,1,28460,13,0,0,6478
604,1,,112843,0,3,1,1,16137,14,0,0,6472
605,1,,117240,0,1,1,1,1200,3,700,2,6471
606,1,,7216,0,3,1,1,21419,18,0,0,6470
607,0,,26412,0,1,1,1,5086,2,0,0,6552
608,0,,427528,0,4,1,1,35098,16,1600,3,6465
609,0,,1846,0,1,1,1,450,1,0,0,6471
610,0,,45830,0,2,1,1,23404,10,0,0,6459
611,1,,179042,0,1,1,1,25078,50,3350,15,6456
612,1,,41487,500,1,1,1,10885,7,0,0,6451
613,1,,39601,0,1,1,1,3733,9,0,0,6450
614,1,,46142,0,3,1,1,14445,13,0,0,6452
615,1,,110277,0,4,1,1,37110,18,1500,3,6445
616,0,,122928,0,3,1,1,12211,14,0,0,6443
617,1,,146599,0,3,1,1,16463,16,1000,2,6444
618,0,,338656,0,4,1,1,52908,16,0,0,6444
619,1,,54125,0,4,1,1,48874,17,450,3,6463
620,1,,29861,0,4,1,1,28190,15,0,0,6407
621,0,,126148,0,2,1,1,6273,8,0,0,6435
622,1,,62080,2975,2,1,1,19113,32,10650,28,6434
623,1,,175131,0,5,1,1,53495,15,0,0,6431
624,1,,365918,0,5,1,1,83752,23,1373,7,6429
625,0,,105547,0,3,1,1,24973,26,500,1,6415
626,0,,67615,0,3,1,1,14168,13,0,0,6413
627,1,,33554,0,4,1,1,27410,16,350,1,6428
628,0,,163083,0,1,1,1,3825,9,450,4,6428
629,1,,747983,0,4,1,1,26117,15,50,1,6427
630,1,,415070,588,5,1,1,153183,41,3802,20,6423
631,0,,18111,0,1,1,1,4625,26,0,0,6463
632,0,,41526,0,1,1,1,0,0,0,0,6406
633,0,,38021,0,1,1,1,5538,9,0,0,6407
634,0,,17500,0,1,1,1,0,0,0,0,6400
635,0,,5906,0,1,1,1,280,1,0,0,6395
636,0,,70133,0,2,1,1,7396,16,0,0,6392
637,1,,32010,0,1,1,1,12315,6,650,2,6421
638,0,,82605,0,3,1,1,23049,15,0,0,6417
639,1,,77285,0,5,1,1,63841,32,0,0,6417
640,1,,15219,0,1,1,1,0,0,0,0,6427
641,0,,54889,0,2,1,1,13150,4,0,0,6438
642,0,,8910,0,1,1,1,150,1,150,1,6413
643,0,,49891,0,1,1,1,500,1,500,1,6392
644,0,,10484,0,1,1,1,0,0,0,0,6375
645,0,,15496,0,1,1,1,0,0,0,0,6324
646,0,,16714,0,1,1,1,0,0,0,0,6214
647,1,,25835,0,3,1,1,15153,15,0,0,6142
648,0,,3487,0,1,1,1,710,1,0,0,6059
649,1,,347096,0,1,1,1,12000,6,0,0,6408
650,1,,155962,1199,3,1,1,16510,16,50,1,6406
651,1,,160572,0,1,1,1,8163,18,500,1,6403
652,1,,257068,2586,1,1,1,5900,4,400,1,6420
653,1,,48410,0,4,1,1,37869,16,500,1,6395
654,0,,33269,0,1,1,1,4675,10,200,1,6396
655,0,,25685,0,1,1,1,185,3,0,0,6382
656,0,,50500,0,1,1,1,4765,14,0,0,6380
657,0,,97486,0,3,1,1,22707,15,0,0,6387
658,1,,323459,0,1,1,1,12000,8,1500,3,6378
659,1,,11821,0,1,1,1,10697,10,0,0,6387
660,0,,37039,0,4,1,1,29976,18,0,0,6375
661,0,,28306,0,1,1,1,233,3,0,0,6371
662,1,,109532,0,5,1,1,128048,53,7939,26,6372
663,1,,91974,0,3,1,1,19223,18,500,1,6372
664,1,,65823,0,4,1,1,28208,19,300,3,6373
665,0,,104824,0,3,1,1,14582,15,0,0,6366
666,0,,16061,0,1,1,1,2750,11,0,0,6366
667,0,,55237,0,2,1,1,5547,14,0,0,6358
668,0,,10491,0,1,1,1,5025,11,150,1,6357
669,1,,192334,0,4,1,1,33950,21,1450,4,6366
670,1,,45501,0,4,1,1,49656,17,316,1,6375
671,0,,18661,0,1,1,1,0,0,0,0,6352
672,0,,89668,0,4,1,1,29130,14,0,0,6350
673,1,,53327,0,1,1,1,8650,6,650,2,6350
674,0,,133143,0,4,1,1,43643,14,50,1,6385
675,1,,22268,0,3,1,1,23582,15,200,1,6339
676,1,,26556,3490,1,1,1,2845,14,720,4,6339
677,1,,9601,0,3,1,1,20467,16,0,0,6338
678,0,,280561,0,3,1,1,12154,13,0,0,6337
679,0,,146248,0,1,1,1,2900,4,1400,3,6333
680,0,,9483,0,1,1,1,1000,1,0,0,6340
681,1,,119082,5051,1,1,1,4230,17,3600,14,6340
682,1,,232171,0,3,1,1,22258,30,650,2,6340
683,1,,369816,1745,4,1,1,46942,35,7266,17,6340
684,0,,37381,0,1,1,1,6091,16,0,0,6332
685,1,,173543,0,5,1,1,92752,25,0,0,6329
686,0,,31211,0,1,1,1,280,4,100,1,6330
687,1,,47780,0,5,1,1,88773,20,250,2,6329
688,0,,79479,0,3,1,1,23167,13,0,0,6118
689,0,,81960,0,4,1,1,37072,22,700,7,6326
690,0,,20162,0,1,1,1,2750,15,0,0,6324
691,0,,105683,0,4,1,1,28386,17,0,0,6361
692,1,,234327,0,4,1,1,30406,28,150,2,6319
693,1,,463494,0,3,1,1,27390,17,750,1,6323
694,0,,17334,0,1,1,1,6783,27,50,1,6318
695,0,,57909,0,1,1,1,5150,4,0,0,6323
696,0,,17949,0,1,1,1,0,0,0,0,6312
697,1,,529477,0,2,1,1,31624,28,2098,5,6311
698,0,,71543,0,1,1,1,0,0,0,0,6305
699,0,,111897,0,3,1,1,14728,14,0,0,6310
700,0,,61598,0,1,1,1,0,0,0,0,6311
701,0,,417875,0,4,1,1,44472,18,0,0,6308
702,1,,340874,0,5,1,1,68090,43,5676,27,6305
703,1,,32774,0,1,1,1,0,0,0,0,6304
704,1,,242910,1115,5,1,1,103935,18,500,1,6296
705,1,,137843,0,4,1,1,45416,24,250,1,6302
706,1,,30530,0,1,1,1,5590,12,2950,9,6298
707,0,,30973,0,1,1,1,0,0,0,0,6298
708,1,,238749,0,1,1,1,7134,14,3134,12,6297
709,0,,16803,0,1,1,1,1287,6,0,0,6291
710,1,,23553,810,1,1,1,1587,4,487,2,6295
711,1,,48161,0,4,1,1,41174,24,0,0,6294
712,0,,21616,0,1,1,1,0,0,0,0,6291
713,1,,13114,0,2,1,1,14029,13,0,0,6289
714,0,,117120,0,4,1,1,41278,17,500,1,6288
715,0,,52987,0,3,1,1,17510,15,0,0,6289
716,0,,150176,0,4,1,1,29999,17,400,1,6284
717,1,,19002,0,3,1,1,22675,21,0,0,6277
718,1,,60976,0,5,1,1,97318,31,7000,14,6282
719,0,,50675,0,1,1,1,1100,2,100,1,6282
720,0,,65466,0,2,1,1,5488,13,0,0,6280
721,1,,64280,0,3,1,1,21721,18,0,0,6280
722,1,,14523,0,1,1,1,4197,4,0,0,6276
723,1,,384470,0,3,1,1,20468,16,0,0,6280
724,0,,9157,0,1,1,1,75,2,0,0,6274
725,1,,151904,733,5,1,1,76440,25,950,8,6273
726,1,,13781,0,4,1,1,48914,19,500,1,6269
727,0,,40567,0,3,1,1,18122,16,0,0,6268
728,0,,43090,0,3,1,1,11411,10,0,0,6259
729,0,,1875,0,1,1,1,1250,3,0,0,6266
730,1,,126555,0,4,1,1,41253,19,0,0,6280
731,1,,16472,0,4,1,1,45517,12,0,0,6262
732,0,,21270,0,1,1,1,318,10,0,0,6256
733,0,,33410,0,1,1,1,818,12,0,0,6255
734,1,,15750,0,1,1,1,1065,3,0,0,6254
735,0,,104665,0,2,1,1,9547,12,0,0,6249
736,1,,86285,0,5,1,1,61274,14,0,0,6249
737,0,,41967,0,1,1,1,2125,10,0,0,6247
738,0,,35026,0,1,1,1,9799,27,500,1,6247
739,0,,138411,0,5,1,1,53843,14,0,0,6247
740,1,,127693,0,3,1,1,17383,15,0,0,6246
741,1,,52050,0,4,1,1,43190,14,0,0,6245
742,0,,37162,0,1,1,1,0,0,0,0,6241
743,1,,440265,4081,1,1,1,22750,15,1250,10,6234
744,1,,66572,0,2,1,1,8048,14,450,2,6240
745,0,,237093,0,4,1,1,42020,15,0,0,6240
746,0,,79561,0,1,1,1,6333,12,400,2,6231
747,0,,131528,0,2,1,1,10365,17,500,1,6227
748,0,,11820,0,1,1,1,2045,5,0,0,6227
749,0,,20810,0,1,1,1,1713,13,0,0,6225
750,0,,189423,0,5,1,1,63584,31,600,1,6476
751,1,,96477,0,1,1,1,2987,13,0,0,6221
752,0,,106471,0,1,1,1,8444,5,100,1,6220
753,1,,33374,0,3,1,1,20441,13,0,0,6214
754,1,,210018,0,4,1,1,48914,16,0,0,6217
755,0,,26740,0,1,1,1,619,7,0,0,6213
756,0,,244216,0,4,1,1,39166,14,0,0,6214
757,0,,76737,0,4,1,1,34648,31,0,0,6211
758,1,,20999,0,3,1,1,15914,13,0,0,6206
759,1,,43179,0,3,1,1,11915,6,0,0,6214
760,1,,119214,0,2,1,1,10028,16,0,0,6205
761,0,,14988,0,1,1,1,2100,10,0,0,6203
762,0,,21334,0,1,1,1,5472,20,0,0,6200
763,0,,104307,0,4,1,1,51769,24,450,1,6197
764,1,,34357,0,5,1,1,73622,25,100,1,6198
765,0,,231437,0,3,1,1,31266,26,1550,4,6340
766,0,,14662,0,1,1,1,1110,12,0,0,6197
767,1,,13144,0,3,1,1,18615,18,0,0,6196
768,1,,10978,0,3,1,1,14313,11,0,0,6193
769,0,,150698,0,4,1,1,43589,20,1200,4,6193
770,0,,18035,0,1,1,1,811,2,0,0,6193
771,0,,194604,0,2,1,1,6606,10,0,0,6190
772,1,,117852,2376,1,1,1,11406,21,3850,13,6186
773,0,,32356,0,3,1,1,22918,19,0,0,6571
774,1,,44247,948,4,1,1,40939,26,0,0,6184
775,0,,23431,0,1,1,1,3546,10,0,0,6182
776,1,,37773,0,2,1,1,8436,15,0,0,6179
777,0,,245758,0,1,1,1,2750,4,750,2,6179
778,0,,63587,0,1,1,1,500,1,500,1,6184
779,1,,15088,0,1,1,1,5625,15,0,0,6177
780,0,,152539,0,5,1,1,65972,14,0,0,6187
781,1,,333500,0,5,1,1,69780,23,1258,4,6171
782,1,,15064,0,1,1,1,2910,9,0,0,6171
783,0,,19032,0,1,1,1,2375,12,0,0,6169
784,0,,66434,0,3,1,1,13041,13,0,0,6230
785,0,,146097,0,2,1,1,6919,16,0,0,6165
786,0,,8207,0,1,1,1,1750,7,0,0,6184
787,0,,293648,0,3,1,1,22148,15,0,0,6161
788,1,,147472,0,3,1,1,20645,16,0,0,6163
789,1,,103993,0,3,1,1,14149,13,100,1,6158
790,1,,34651,0,1,1,1,4000,6,500,1,6157
791,0,,102339,0,4,1,1,47498,19,0,0,6156
792,0,,149167,0,4,1,1,48521,13,0,0,6155
793,1,,105249,0,4,1,1,36093,15,0,0,6153
794,0,,55610,0,1,2,1,5095,13,0,0,6151
795,1,,70391,0,1,1,1,6000,4,0,0,6150
796,1,,74645,0,4,1,1,40367,18,0,0,6147
797,1,,26939,0,4,1,1,29264,15,0,0,6148
798,0,,207655,500,5,1,1,78967,31,0,0,6144
799,1,,7421,0,1,1,1,0,0,0,0,6142
800,0,,74924,6286,4,1,1,59650,13,0,0,6141
801,0,,17599,0,1,1,1,100,1,0,0,6029
802,0,,5594,0,1,1,1,370,1,0,0,5835
803,1,,66122,0,3,1,1,11756,13,0,0,5630
804,0,,12024,0,1,1,1,0,0,0,0,5119
805,1,,42044,2253,3,1,1,11433,10,0,0,6140
806,1,,83105,0,4,1,1,65077,28,753,3,6137
807,1,,152063,0,4,1,1,34257,19,1100,3,6159
808,0,,59546,0,3,1,1,20730,4,0,0,6135
809,0,,1258,0,1,1,1,475,4,0,0,6134
810,0,,75181,0,1,1,1,2455,7,1100,3,6133
811,1,,68255,0,3,1,1,19077,22,400,2,6130
812,1,,58229,0,5,1,1,53108,16,500,1,6137
813,0,,97349,0,4,1,1,42774,14,0,0,6128
814,1,,131424,0,5,1,1,58814,14,50,1,6128
815,1,,24011,0,2,1,1,20442,9,0,0,6123
816,0,,64538,0,1,1,1,0,0,0,0,6123
817,0,,3832,0,1,1,1,1000,1,0,0,6120
818,1,,3268,0,4,1,1,52263,32,0,0,6120
819,0,,36790,0,1,1,1,7158,14,0,0,6133
820,1,,363165,2565,1,1,1,5950,11,1850,8,6116
821,0,,179382,0,1,1,1,4225,7,0,0,6115
822,1,,218207,0,1,1,1,8500,4,0,0,6114
823,1,,765738,0,5,1,1,62133,14,0,0,6112
824,0,,54265,0,1,1,1,0,0,0,0,6109
825,0,,69959,0,3,1,1,16504,13,0,0,6108
826,1,,86380,2643,1,1,1,13500,3,0,0,6102
827,0,,48321,0,1,1,1,0,0,0,0,6102
828,0,,78130,0,4,1,1,37251,15,900,2,6120
829,1,,25333,0,3,1,1,11229,16,300,2,6099
830,0,,54522,0,3,1,1,21221,45,2500,5,6125
831,0,,75413,0,4,1,1,31726,18,0,0,6094
832,1,,292533,0,5,1,1,64186,15,1000,2,6095
833,1,,114932,8559,1,1,1,3150,13,1650,12,6092
834,1,,18932,0,3,1,1,24660,22,0,0,6091
835,1,,35997,0,5,1,1,71171,19,900,5,6088
836,0,,136664,0,4,1,1,36024,15,0,0,6086
837,1,,173191,0,4,1,1,31503,13,0,0,6084
838,0,,16528,0,1,1,1,250,2,0,0,6081
839,1,,119932,0,3,1,1,22463,26,5177,11,6077
840,0,,144171,0,4,1,1,33200,15,0,0,6073
841,0,,77109,0,5,1,1,60000,7,0,0,6071
842,0,,144973,0,3,1,1,23703,14,0,0,6280
843,0,,75027,0,1,1,1,1390,3,500,1,6067
844,1,,96387,0,4,1,1,43512,20,0,0,6065
845,0,,34854,0,1,1,1,750,5,650,4,6063
846,0,,44307,0,2,1,1,7944,8,0,0,6060
847,0,,73836,0,5,1,1,64748,19,0,0,6087
848,0,,20126,0,1,1,1,0,0,0,0,6053
849,1,,56268,0,4,1,1,33447,14,100,1,6017
850,1,,25629,0,4,1,5,107308,36,600,2,5966
851,1,,70774,0,3,1,1,32635,31,1400,14,5931
852,0,,6371,0,1,1,1,1404,8,0,0,5905
853,0,,95595,0,3,1,1,12060,14,0,0,5877
854,0,,51843,0,4,1,1,40997,17,0,0,5859
855,0,,84868,0,4,1,1,33187,15,0,0,6057
856,0,,79629,0,1,1,1,2550,2,50,1,6091
857,0,,58620,0,1,1,1,2125,10,0,0,6051
858,1,,70380,0,5,1,1,74399,12,0,0,6050
859,0,,93473,0,3,1,1,20257,15,0,0,6049
860,1,,131621,0,2,1,1,27846,31,6047,11,6045
861,0,,195563,0,3,1,1,16715,13,0,0,6042
862,1,,21138,0,1,1,1,4500,2,0,0,6031
863,0,,93319,0,1,1,1,270,3,100,1,6043
864,1,,56606,3818,4,1,1,61634,14,100,1,6039
865,1,,38763,0,4,1,1,34652,13,0,0,6037
866,1,,16430,0,2,1,1,8528,12,0,0,6036
867,0,,61440,0,2,1,1,8156,25,0,0,6032
868,1,,206648,0,1,1,1,5132,16,2450,11,6030
869,1,,323273,0,1,1,1,9000,5,500,1,6028
870,1,,76702,0,3,1,1,21568,17,0,0,6025
871,1,,19348,0,3,1,1,17059,19,0,0,6022
872,1,,31669,0,2,1,1,8384,15,0,0,6018
873,0,,40902,0,1,1,1,4850,7,1350,5,6018
874,0,,16906,0,1,1,1,2750,15,0,0,6017
875,1,,65508,0,1,1,1,14000,7,2500,5,6015
876,0,,10152,0,1,1,1,0,0,0,0,6010
877,1,,21461,0,3,1,1,40806,28,0,0,6011
878,0,,28979,0,2,1,1,6494,12,0,0,6010
879,0,,24711,0,1,1,1,3193,11,500,1,6009
880,1,,301447,0,5,1,1,63866,18,500,1,6004
881,0,,234308,0,3,1,1,21078,15,200,1,6007
882,0,,37832,0,1,1,1,0,0,0,0,6004
883,0,,135168,0,4,1,1,29156,16,300,2,6002
884,0,,134650,0,4,1,1,40232,17,2055,2,6000
885,1,,20665,0,3,1,1,19947,16,0,0,5997
886,1,,5546,0,1,1,1,2631,6,0,0,5995
887,0,,91736,0,4,1,1,26724,14,0,0,5994
888,0,,444159,0,1,1,1,0,0,0,0,5993
889,1,,94167,0,1,1,1,6500,4,500,1,5990
890,0,,132256,0,2,1,1,15040,24,899,3,5988
891,1,,149959,0,5,1,1,85844,51,1400,4,5986
892,0,,104338,0,1,1,1,2500,1,0,0,5982
893,1,,38312,0,4,1,1,37419,14,0,0,5980
894,0,,1860,0,1,1,1,65,2,0,0,5976
895,0,,54337,0,1,1,1,2131,9,230,1,5976
896,0,,218763,8753,1,1,1,11650,6,1150,3,5975
897,0,,26204,967,1,1,1,4030,6,2930,4,5989
898,0,,27876,0,1,1,1,0,0,0,0,5972
899,0,,115533,0,2,1,1,8867,15,0,0,5968
900,0,,129412,0,5,1,1,62510,21,0,0,5982
901,1,,172110,9325,5,1,1,21382,23,950,3,5944
902,0,,143378,0,1,1,1,3000,4,1500,3,5905
903,0,,120476,0,2,1,1,9406,14,0,0,5870
904,1,,15835,0,2,1,5,112171,16,0,0,5825
905,1,,289351,0,5,1,1,147787,35,500,1,5789
906,0,,32141,0,1,1,1,3500,14,0,0,5768
907,0,,967,0,1,1,1,980,2,0,0,5716
908,0,,20281,0,1,1,1,0,0,0,0,5567
909,0,,111072,0,4,1,1,50533,19,350,1,5541
910,0,,2111,0,1,1,1,100,1,0,0,5962
911,1,,322454,0,4,1,1,44591,23,250,1,5961
912,0,,4600,0,1,1,1,140,1,0,0,5959
913,0,,23390,0,1,1,1,1650,3,150,1,5958
914,1,,210496,0,1,1,1,9022,24,4900,19,5953
915,1,,40189,0,1,1,1,0,0,0,0,5952
916,1,,21747,0,1,1,1,0,0,0,0,5638
917,0,,212051,0,5,1,1,76256,23,2993,6,5523
918,0,,266200,0,1,1,1,5000,1,0,0,5583
919,1,,54148,0,4,1,1,40233,14,350,1,5949
920,0,,25512,0,1,1,1,0,0,0,0,5393
921,0,,28519,0,1,1,1,2125,2,0,0,5405
922,1,,219387,0,5,1,1,105913,21,150,2,5951
923,1,,163964,0,3,1,1,11385,11,0,0,5948
924,0,,49736,0,1,1,1,3200,4,700,3,6038
925,1,,10084,0,1,1,1,500,1,500,1,5946
926,1,,22988,0,2,1,1,9347,14,1200,4,5944
927,0,,17739,0,1,1,1,437,4,0,0,5941
928,0,,152426,0,1,1,1,6000,6,2000,4,5939
929,0,,34428,0,1,1,1,2625,10,0,0,5938
930,1,,124030,0,5,1,1,61599,16,0,0,5934
931,0,,17336,0,1,1,1,2375,12,0,0,5934
932,1,,290012,0,5,1,1,64360,18,650,2,5931
933,0,,29125,0,3,1,1,10930,14,0,0,5945
934,0,,83848,0,4,1,1,28202,14,0,0,5927
935,1,,133264,0,5,1,1,74067,21,0,0,5926
936,0,,124869,0,3,1,1,30116,16,0,0,5924
937,1,,39233,0,4,1,1,27545,13,0,0,5920
938,1,,13050,0,3,1,1,13617,16,0,0,5920
939,0,,90855,0,3,1,1,23992,13,0,0,5919
940,1,,44824,0,1,3,1,21107,19,2000,4,5916
941,1,,3663,0,1,1,1,894,10,0,0,5916
942,1,,44293,0,3,1,1,21920,21,100,1,5913
943,0,,31319,0,1,1,1,7552,5,0,0,5912
944,0,,40757,0,3,1,1,14002,11,0,0,5912
945,0,,130356,0,1,1,1,150,1,150,1,5910
946,0,,125077,0,3,1,1,21881,14,0,0,5905
947,0,,226826,0,5,1,1,91660,21,500,1,5906
948,1,,38150,0,3,1,1,16688,15,0,0,5854
949,0,,20342,0,1,1,1,3291,9,0,0,5829
950,0,,45781,0,2,1,1,6498,13,0,0,5801
951,0,,144525,0,1,1,1,2833,4,0,0,5785
952,0,,37571,0,2,1,1,7197,15,0,0,5762
953,0,,112013,0,3,1,1,24943,14,0,0,5734
954,1,,30638,0,3,1,1,48963,16,0,0,5696
955,1,,55997,0,5,1,1,68320,23,0,0,5899
956,0,,11447,0,1,1,1,1945,13,0,0,5902
957,0,,17778,0,1,1,1,0,0,0,0,5897
958,1,,13375,4301,4,1,1,15732,43,9200,28,5916
959,0,,118572,0,3,1,1,21426,19,0,0,5892
960,0,,13720,0,1,1,1,0,0,0,0,5884
961,0,,11030,0,1,1,1,0,0,0,0,5884
962,1,,8651,0,4,1,1,41586,22,950,5,5882
963,0,,281626,0,5,1,1,53521,16,0,0,5878
964,1,,26367,0,3,1,1,19649,15,0,0,5874
965,1,,120945,0,1,1,1,4300,4,300,2,5871
966,1,,2843,0,4,1,1,44130,35,7450,20,5869
967,0,,11782,0,1,1,1,0,0,0,0,5864
968,1,,89480,0,1,1,1,2946,4,1946,3,5902
969,1,,20702,0,4,1,1,30451,24,1100,5,5856
970,0,,15108,0,1,1,1,2850,16,0,0,5876
971,1,,24917,0,3,1,1,16239,13,150,1,5857
972,1,,132910,0,5,1,1,75540,46,250,1,5856
973,0,,61227,0,2,1,1,6957,10,0,0,5647
974,0,,2117,0,1,1,1,769,7,0,0,5609
975,1,,38964,0,3,1,1,35166,26,3200,8,5553
976,0,,20498,0,1,1,1,7826,20,7226,18,5491
977,1,,131554,0,5,1,1,64937,15,0,0,5428
